"ano";"quilometragem";"estado_conservacao";"preco"
2014;8917;"Excelente";62164
2010;76223;"Bom";30426
2011;211587;"Excelente";15873
2006;83396;"Excelente";35203
2016;19630;"Excelente";52208
2024;121810;"Excelente";33600
2008;25724;"Regular";37585
2023;186615;"Bom";28011
2007;173031;"Regular";14297
2010;67065;"Bom";27023
2024;167306;"Ruim";14745
2014;55224;"Excelente";34348
2016;159094;"Bom";28989
2020;130954;"Excelente";53904
2021;238678;"Regular";12500
2019;130269;"Bom";29129
2011;208447;"Regular";19942
2016;98101;"Excelente";38557
2019;72144;"Bom";38456
2020;239240;"Excelente";24415
2022;38696;"Ruim";19833
2012;189892;"Bom";24952
2005;234569;"Regular";16637
2012;44627;"Bom";32884
2011;101568;"Excelente";33809
2018;71481;"Bom";28609
2018;125440;"Excelente";51512
2009;114850;"Regular";36087
2007;222708;"Bom";12135
2015;97130;"Regular";30963
2009;89849;"Regular";20814
2023;208840;"Excelente";27721
2022;87311;"Regular";31903
2023;28990;"Bom";42686
2012;59108;"Bom";45344
2010;29886;"Excelente";40793
2015;194743;"Ruim";23437
2015;233382;"Excelente";10534
2017;52971;"Bom";39968
2021;242799;"Regular";10000
2008;8836;"Bom";33838
2022;165487;"Bom";21734
2008;39896;"Bom";37317
2023;77325;"Bom";58098
2005;116000;"Excelente";27340
2009;54940;"Regular";27382
2021;47406;"Excelente";45227
2008;70851;"Regular";29690
2005;154596;"Regular";20098
2014;170412;"Regular";18629
2017;157603;"Excelente";29996
2015;233854;"Bom";17230
2024;18142;"Ruim";24543
2015;152319;"Bom";21082
2024;102537;"Ruim";18321
2012;127709;"Bom";36240
2016;205141;"Bom";24078
2012;12286;"Ruim";25681
2019;164337;"Bom";24481
2005;63093;"Excelente";32482
2023;137844;"Bom";41878
2014;39122;"Bom";31014
2010;14057;"Bom";30179
2007;221095;"Bom";20435
2009;140836;"Excelente";27600
2021;77829;"Excelente";42658
2024;229856;"Regular";16767
2020;95651;"Ruim";33267
2024;224255;"Bom";18393
2007;133771;"Bom";28569
2017;83445;"Bom";34875
2023;206333;"Excelente";30748
2008;205610;"Regular";13200
2005;247599;"Excelente";17078
2006;203776;"Bom";21926
2024;63839;"Excelente";48816
2007;230454;"Excelente";10000
2019;214774;"Bom";15514
2015;199337;"Bom";20637
2013;126956;"Excelente";34484
2005;24301;"Regular";25689
2008;100013;"Excelente";46368
2013;195157;"Bom";16736
2022;102816;"Excelente";31614
2016;9921;"Regular";36470
2009;91616;"Bom";38335
2015;217879;"Bom";15127
2010;154549;"Bom";29560
2022;225590;"Bom";19312
2011;209180;"Bom";24356
2019;151249;"Regular";22156
2015;234096;"Excelente";15728
2006;11378;"Bom";31513
2014;104828;"Bom";32515
2006;215017;"Regular";13241
2020;165017;"Regular";32812
2014;206329;"Regular";13574
2020;15795;"Excelente";56513
2019;226107;"Bom";14482
2007;119487;"Bom";23695
2022;111629;"Bom";52330
2014;163981;"Bom";20979
2013;122522;"Regular";22029
2019;140627;"Regular";18152
2005;228231;"Bom";10000
2009;115942;"Bom";37857
2024;181578;"Ruim";16215
2021;237151;"Bom";19890
2019;39093;"Excelente";75701
2005;203368;"Excelente";13901
2021;185350;"Excelente";26402
2023;231756;"Regular";12609
2023;167573;"Ruim";23949
2007;12833;"Bom";37910
2023;190168;"Bom";18760
2023;118348;"Excelente";39755
2019;176445;"Regular";24059
2014;165493;"Excelente";32270
2012;176153;"Ruim";10000
2016;47069;"Bom";47246
2012;194013;"Regular";20094
2014;47396;"Bom";55166
2016;99293;"Excelente";29287
2024;9277;"Regular";36398
2015;231577;"Regular";20129
2008;90940;"Excelente";43687
2008;50257;"Bom";31712
2012;248638;"Regular";10000
2012;176260;"Bom";18607
2015;65439;"Bom";30488
2013;10401;"Bom";41898
2014;47095;"Excelente";37136
2024;134894;"Excelente";40930
2021;11446;"Bom";44849
2009;123149;"Excelente";37730
2006;179399;"Ruim";12037
2019;79304;"Excelente";49817
2022;12138;"Bom";51050
2021;19250;"Ruim";35694
2012;149062;"Bom";22547
2007;11330;"Ruim";25388
2020;223325;"Excelente";26671
2009;113727;"Bom";20832
2013;225455;"Excelente";27985
2020;13951;"Bom";46307
2022;51791;"Bom";36521
2012;116773;"Excelente";43545
2022;211862;"Excelente";19794
2024;43266;"Bom";42706
2006;53170;"Excelente";31274
2023;211944;"Ruim";14426
2006;102628;"Ruim";20705
2005;195432;"Bom";17468
2013;28551;"Regular";44712
2019;75253;"Bom";33325
2011;8514;"Bom";33519
2024;208097;"Excelente";19265
2015;192729;"Excelente";27149
2020;244897;"Bom";14499
2019;219848;"Excelente";19719
2018;192640;"Excelente";20471
2006;165995;"Bom";26804
2017;170644;"Bom";24441
2018;89300;"Excelente";38659
2024;67953;"Bom";46195
2018;217384;"Excelente";16376
2018;53340;"Bom";30721
2013;242390;"Excelente";10000
2010;117454;"Regular";23681
2018;234933;"Ruim";10000
2012;195285;"Regular";14593
2017;146498;"Regular";18928
2011;48919;"Ruim";18109
2014;195202;"Ruim";10000
2022;55384;"Excelente";51800
2010;149428;"Ruim";12756
2018;80544;"Bom";46058
2008;122655;"Bom";29574
2014;65216;"Bom";32844
2005;239217;"Regular";16004
2009;114380;"Ruim";21812
2018;192522;"Excelente";26816
2015;34361;"Bom";40867
2016;144880;"Bom";23641
2006;21048;"Excelente";39383
2016;75551;"Bom";51723
2024;232068;"Bom";14934
2020;37618;"Ruim";37151
2010;181694;"Excelente";22415
2020;70699;"Ruim";30991
2006;160997;"Excelente";19060
2019;176181;"Bom";25540
2005;17882;"Bom";43026
2023;18396;"Bom";47489
2008;5629;"Bom";42531
2021;95076;"Bom";42104
2019;208228;"Regular";16700
2020;61050;"Bom";42872
2024;189790;"Bom";24446
2022;8135;"Bom";54762
2011;178687;"Bom";13832
2024;79593;"Ruim";19741
2010;192653;"Ruim";16620
2013;122266;"Bom";17586
2014;204233;"Regular";11566
2013;28219;"Bom";40519
2020;132488;"Bom";29737
2011;188963;"Bom";23835
2020;18771;"Bom";32633
2015;59038;"Bom";31115
2022;112982;"Excelente";51346
2006;71571;"Bom";33860
2014;236395;"Excelente";10852
2007;229180;"Regular";15562
2007;73583;"Regular";18202
2009;155059;"Bom";30690
2006;39552;"Regular";23504
2005;115734;"Bom";23725
2016;12160;"Ruim";31682
2017;87352;"Regular";28162
2018;158562;"Excelente";28543
2020;104793;"Bom";43756
2009;192053;"Bom";13095
2016;139586;"Bom";21947
2024;204408;"Excelente";16424
2005;77015;"Bom";37339
2016;182843;"Excelente";26753
2016;134171;"Regular";22512
2006;211435;"Ruim";10981
2007;118313;"Excelente";29875
2009;226945;"Bom";15662
2012;104876;"Regular";17955
2014;83687;"Regular";36878
2014;242288;"Bom";19957
2017;57138;"Regular";39401
2007;234060;"Bom";10000
2012;196969;"Bom";29229
2019;117036;"Bom";33085
2020;241328;"Regular";18856
2008;163320;"Bom";25676
2015;136817;"Bom";28897
2012;70107;"Bom";28822
2011;204469;"Bom";24018
2006;198483;"Regular";10000
2024;210602;"Bom";16063
2024;110669;"Regular";34423
2013;83848;"Regular";28325
2018;234266;"Bom";15184
2013;141642;"Excelente";29491
2007;89346;"Bom";29130
2011;168913;"Ruim";21765
2022;42298;"Bom";51679
2015;190690;"Excelente";23289
2018;120970;"Excelente";37708
2016;86265;"Bom";45506
2011;109239;"Excelente";37651
2023;32299;"Excelente";66843
2017;144131;"Regular";34928
2020;188440;"Bom";19696
2016;49143;"Excelente";48444
2013;21144;"Bom";48865
2005;124750;"Bom";30726
2007;82967;"Bom";28997
2021;175123;"Regular";26112
2023;211890;"Regular";17522
2007;133614;"Bom";26699
2016;82045;"Bom";35545
2023;50617;"Bom";29260
2008;146799;"Bom";34203
2012;176507;"Bom";17307
2010;53123;"Bom";35553
2005;80689;"Excelente";40529
2009;155112;"Bom";21456
2010;96599;"Ruim";15116
2024;193259;"Bom";14893
2022;18171;"Bom";49508
2005;219175;"Excelente";19644
2011;241143;"Bom";13007
2019;181821;"Regular";20919
2024;95609;"Ruim";31169
2010;115506;"Excelente";25779
2014;232469;"Bom";20379
2017;51506;"Excelente";45278
2013;86016;"Bom";32027
2006;101353;"Excelente";38528
2014;21078;"Excelente";64870
2022;192176;"Bom";30276
2023;92782;"Bom";32329
2012;239902;"Ruim";13165
2017;243342;"Bom";10000
2018;152563;"Excelente";25542
2008;47066;"Regular";31200
2018;78825;"Excelente";55747
2018;118547;"Regular";28526
2017;35660;"Regular";35116
2015;138563;"Ruim";15149
2022;95242;"Bom";26855
2010;134751;"Bom";18923
2011;235996;"Excelente";11309
2016;89029;"Regular";24862
2012;22677;"Bom";41039
2018;237079;"Excelente";17126
2009;43521;"Ruim";21566
2022;219860;"Ruim";21326
2012;157650;"Excelente";23483
2022;219602;"Bom";15424
2015;5236;"Excelente";44198
2010;105773;"Excelente";22629
2011;229669;"Regular";14979
2009;73062;"Bom";29736
2019;102063;"Bom";44666
2008;196800;"Regular";11685
2022;104761;"Regular";23128
2017;152734;"Bom";29719
2005;180086;"Regular";12652
2014;249981;"Regular";10000
2014;249278;"Bom";18541
2010;142098;"Bom";30799
2014;43848;"Regular";29519
2021;122756;"Bom";29838
2005;66595;"Excelente";28891
2005;140298;"Regular";21213
2012;179613;"Excelente";32648
2023;42515;"Regular";30664
2015;19104;"Ruim";30575
2016;209363;"Bom";16839
2012;123616;"Excelente";37790
2006;186845;"Regular";15701
2017;149301;"Excelente";31563
2009;153192;"Bom";17799
2019;151512;"Excelente";26396
2010;26976;"Bom";44342
2019;132771;"Excelente";29309
2010;181753;"Regular";16493
2019;190736;"Bom";21298
2019;181345;"Bom";31291
2017;91464;"Bom";40649
2012;207398;"Bom";17579
2020;150250;"Excelente";44750
2007;153239;"Excelente";32190
2016;207744;"Bom";12302
2013;32132;"Regular";46579
2021;181556;"Bom";30420
2015;186305;"Regular";15540
2016;148360;"Bom";27980
2015;148408;"Bom";34420
2009;137290;"Bom";23438
2018;85275;"Ruim";23902
2013;248069;"Ruim";10000
2011;107768;"Excelente";30521
2006;102154;"Bom";29637
2005;50915;"Ruim";28729
2011;104257;"Excelente";31200
2024;144237;"Ruim";31706
2018;150722;"Bom";22347
2013;200862;"Regular";12277
2010;209445;"Excelente";21173
2007;28189;"Bom";35096
2020;126674;"Regular";17145
2006;66761;"Excelente";28917
2013;131424;"Bom";23135
2009;135418;"Regular";23806
2022;59170;"Excelente";71565
2015;67383;"Regular";31874
2019;229940;"Excelente";16355
2017;201184;"Bom";20391
2022;88904;"Regular";21748
2011;16510;"Regular";33496
2014;157694;"Regular";18442
2011;40760;"Regular";26475
2017;221777;"Regular";13305
2024;116444;"Bom";33831
2021;17160;"Bom";37927
2013;158643;"Excelente";23702
2007;228490;"Excelente";19289
2011;93174;"Bom";21983
2006;179344;"Bom";21429
2018;241988;"Bom";15491
2021;103054;"Regular";26251
2021;117266;"Regular";23675
2007;185979;"Regular";19190
2014;88988;"Excelente";63757
2011;74131;"Bom";34619
2018;227073;"Bom";17349
2006;126578;"Bom";26062
2024;164068;"Excelente";35178
2015;55734;"Regular";21121
2006;42417;"Excelente";40368
2014;172766;"Bom";24561
2014;18013;"Excelente";58911
2006;101990;"Excelente";29486
2021;13556;"Ruim";23553
2011;105195;"Bom";28991
2007;188789;"Ruim";14531
2023;230350;"Excelente";16189
2023;32602;"Excelente";55086
2016;232959;"Ruim";11908
2016;97884;"Excelente";28899
2019;64377;"Regular";41863
2010;76829;"Excelente";38384
2015;202312;"Excelente";26112
2011;230070;"Bom";13335
2012;173553;"Bom";23308
2013;122423;"Excelente";29406
2021;193771;"Bom";25479
2024;5675;"Bom";61040
2023;185158;"Regular";18623
2016;203225;"Excelente";21573
2022;72615;"Excelente";66139
2010;154921;"Bom";19458
2006;127704;"Regular";14308
2011;116986;"Bom";27536
2010;67682;"Bom";27901
2009;117555;"Bom";20722
2018;98078;"Regular";27144
2021;197559;"Bom";19779
2008;80276;"Bom";44677
2015;177074;"Excelente";28342
2019;112833;"Excelente";37458
2008;102637;"Bom";45245
2023;198162;"Ruim";22264
2022;133765;"Regular";20720
2020;33829;"Excelente";40401
2008;106049;"Regular";28980
2024;168325;"Bom";35537
2017;115614;"Ruim";14177
2008;148520;"Excelente";20702
2011;177763;"Bom";27660
2009;208790;"Bom";19966
2007;123330;"Ruim";16153
2021;19648;"Regular";54851
2014;203646;"Excelente";20084
2022;178232;"Ruim";24274
2005;229959;"Excelente";14438
2021;158972;"Bom";28242
2015;166613;"Bom";24496
2012;81560;"Excelente";44348
2014;114282;"Regular";27652
2012;139595;"Ruim";16793
2022;81143;"Excelente";48414
2005;91785;"Ruim";19310
2023;131935;"Bom";32183
2008;238364;"Excelente";13883
2010;160261;"Ruim";21255
2010;156801;"Regular";14284
2017;131944;"Ruim";18901
2009;114862;"Regular";26416
2018;135394;"Bom";35019
2023;121502;"Bom";34302
2010;58643;"Excelente";45450
2013;71851;"Excelente";33990
2012;199096;"Bom";25120
2014;153503;"Ruim";19005
2012;181445;"Bom";17918
2024;45762;"Excelente";55590
2024;183498;"Bom";25126
2008;146023;"Excelente";35436
2017;11537;"Bom";35565
2015;12601;"Bom";61302
2016;156989;"Bom";25735
2024;99440;"Excelente";34510
2022;56330;"Ruim";18781
2014;217044;"Ruim";14619
2006;44238;"Bom";32879
2022;88670;"Excelente";34219
2024;208443;"Bom";26688
2014;188372;"Regular";13856
2018;112383;"Excelente";36374
2015;245235;"Bom";11580
2009;176701;"Ruim";14412
2023;212687;"Bom";12945
2007;166465;"Bom";19531
2010;185901;"Excelente";25963
2014;39874;"Bom";48295
2009;196661;"Bom";18908
2017;198361;"Bom";24771
2016;26088;"Bom";48132
2013;224730;"Regular";18991
2008;48826;"Regular";33736
2021;175084;"Bom";27829
2007;244916;"Regular";10336
2024;23733;"Excelente";71114
2015;78293;"Bom";27903
2011;127345;"Bom";33442
2023;218956;"Bom";13580
2019;232070;"Excelente";17303
2012;173152;"Regular";28923
2010;9275;"Excelente";37085
2020;28818;"Regular";43026
2010;112909;"Excelente";39346
2005;193173;"Regular";12259
2009;164700;"Regular";22272
2019;78789;"Regular";31083
2018;90861;"Excelente";46928
2020;85308;"Bom";40099
2023;220239;"Bom";11682
2006;75881;"Excelente";55476
2014;243050;"Excelente";14836
2012;211925;"Bom";22403
2018;81200;"Bom";35631
2016;195249;"Bom";32794
2021;89043;"Regular";34062
2017;175749;"Bom";26463
2011;99653;"Regular";24541
2015;191007;"Excelente";32744
2023;167665;"Regular";22091
2014;12522;"Regular";31655
2010;9302;"Bom";45691
2017;123335;"Excelente";44569
2016;49995;"Bom";45682
2008;73807;"Ruim";12434
2022;151923;"Regular";24409
2019;59409;"Excelente";38788
2008;36722;"Excelente";43856
2016;55100;"Ruim";26926
2005;207891;"Ruim";10000
2012;90133;"Excelente";41534
2006;215692;"Ruim";19096
2022;55884;"Excelente";69222
2019;143147;"Regular";35051
2023;41039;"Regular";45024
2009;124974;"Regular";31636
2015;21431;"Bom";36629
2018;104633;"Bom";25374
2007;242560;"Bom";12397
2011;19925;"Regular";37126
2018;171973;"Excelente";37018
2020;226012;"Regular";10987
2018;137444;"Ruim";27069
2021;80284;"Excelente";53411
2013;229790;"Bom";12090
2019;79231;"Bom";43755
2016;42660;"Bom";42637
2012;244636;"Bom";10000
2019;130613;"Bom";35124
2023;236099;"Bom";10821
2007;210810;"Regular";20584
2013;100557;"Bom";28223
2021;85273;"Excelente";46490
2020;228080;"Bom";18784
2024;29159;"Excelente";76386
2005;45577;"Bom";28845
2005;73806;"Regular";31243
2021;35958;"Bom";49128
2018;61322;"Excelente";50059
2024;208637;"Bom";14966
2005;170727;"Regular";20341
2021;171182;"Regular";24314
2011;204120;"Regular";15686
2017;9190;"Regular";45568
2020;129450;"Excelente";48481
2020;64879;"Bom";45530
2014;92023;"Excelente";40097
2019;81527;"Bom";25125
2008;7911;"Bom";40863
2012;100791;"Excelente";22854
2023;104224;"Excelente";33194
2006;191087;"Regular";14377
2023;189001;"Excelente";24498
2017;122664;"Bom";30609
2020;46286;"Excelente";71301
2023;192044;"Excelente";31230
2019;152548;"Regular";23754
2016;69222;"Bom";46890
2015;148924;"Excelente";31451
2006;191909;"Bom";19596
2020;32826;"Bom";31161
2017;79827;"Excelente";41429
2017;233099;"Excelente";10000
2010;216063;"Regular";15725
2007;177253;"Regular";14303
2012;20802;"Bom";37713
2007;200733;"Regular";19910
2023;75426;"Excelente";35701
2019;81723;"Excelente";51081
2023;123442;"Regular";21616
2011;233525;"Excelente";12965
2012;9437;"Bom";41303
2012;73887;"Bom";36426
2007;200594;"Excelente";28337
2011;146507;"Bom";20673
2023;79895;"Bom";36371
2017;28921;"Ruim";26984
2021;101875;"Bom";35693
2011;57799;"Excelente";45177
2012;107985;"Regular";18097
2005;115011;"Regular";27748
2015;62031;"Excelente";64609
2014;193142;"Excelente";22548
2008;32930;"Bom";38487
2007;81429;"Ruim";22844
2020;17242;"Excelente";46051
2008;69322;"Excelente";53479
2012;126256;"Excelente";34166
2013;125516;"Ruim";19285
2016;205982;"Bom";15318
2017;14082;"Ruim";24124
2017;117862;"Regular";25061
2012;39655;"Excelente";43963
2011;179460;"Bom";17698
2006;19235;"Bom";35143
2018;109051;"Regular";27009
2015;218132;"Excelente";18039
2015;125986;"Regular";23530
2021;115161;"Excelente";29157
2018;164010;"Bom";12353
2015;132662;"Ruim";11490
2019;167317;"Excelente";21555
2020;116136;"Regular";28260
2016;156129;"Bom";23738
2012;25357;"Regular";34335
2015;101726;"Regular";40601
2008;58254;"Excelente";44235
2020;243941;"Regular";14945
2024;192940;"Excelente";30226
2015;198515;"Excelente";21051
2024;144528;"Bom";46548
2022;148155;"Bom";31440
2012;201949;"Bom";17505
2016;230521;"Regular";10000
2014;159627;"Excelente";16545
2023;195833;"Excelente";27157
2021;116913;"Excelente";46429
2019;58096;"Regular";43407
2014;84979;"Bom";39126
2022;26092;"Bom";30288
2014;242437;"Ruim";10000
2016;167224;"Excelente";25824
2017;96977;"Bom";29301
2022;179683;"Bom";22674
2010;104123;"Regular";29549
2008;124935;"Bom";22423
2024;159473;"Bom";25101
2005;199613;"Bom";17576
2020;148332;"Excelente";31371
2015;236877;"Regular";16460
2023;23628;"Bom";59074
2012;12016;"Bom";48842
2005;108457;"Excelente";35827
2023;60906;"Excelente";74482
2023;181079;"Bom";24449
2020;223348;"Regular";12710
2019;31402;"Bom";37174
2022;126426;"Bom";43171
2017;221199;"Regular";17709
2019;230842;"Bom";14181
2014;40644;"Regular";45307
2019;96688;"Bom";45248
2019;12336;"Ruim";29319
2020;172088;"Bom";24147
2015;27388;"Bom";62902
2010;35500;"Regular";40670
2008;222255;"Excelente";19033
2018;166122;"Bom";24980
2016;211699;"Regular";29850
2011;174648;"Regular";24348
2005;245341;"Ruim";13196
2013;141193;"Bom";22010
2024;116028;"Bom";36964
2006;139316;"Bom";17901
2007;84954;"Bom";22855
2007;206472;"Excelente";15925
2011;211839;"Regular";13767
2005;208893;"Regular";16063
2020;209892;"Bom";17082
2020;22564;"Bom";62853
2018;14660;"Bom";57680
2008;29435;"Bom";36551
2016;111388;"Excelente";30477
2021;241115;"Ruim";11144
2010;115740;"Bom";28390
2019;92844;"Bom";52175
2016;15394;"Regular";35415
2022;112684;"Excelente";40353
2008;102077;"Regular";18565
2016;93461;"Bom";29178
2010;49250;"Bom";41082
2009;21332;"Bom";43222
2021;150272;"Bom";22994
2014;223844;"Excelente";18971
2006;199988;"Regular";13791
2006;245667;"Bom";12918
2015;62409;"Excelente";45977
2006;163787;"Bom";12966
2018;150756;"Excelente";27494
2020;106084;"Excelente";32547
2007;99730;"Excelente";30093
2019;174099;"Bom";15752
2009;101560;"Bom";34662
2019;245463;"Regular";15233
2007;238452;"Ruim";10000
2006;172615;"Excelente";27191
2008;84684;"Excelente";40418
2009;57717;"Bom";33163
2013;147056;"Regular";21545
2008;81694;"Regular";32409
2009;85494;"Bom";30616
2012;132636;"Bom";23518
2007;161437;"Excelente";28345
2022;86253;"Bom";32100
2016;248072;"Excelente";10274
2013;189967;"Bom";18834
2016;52381;"Bom";34932
2012;90769;"Regular";19627
2024;42512;"Excelente";56978
2010;197292;"Regular";20530
2005;94140;"Excelente";32102
2013;101263;"Excelente";35177
2015;53433;"Regular";39691
2012;239616;"Excelente";10000
2023;104550;"Excelente";47777
2009;219512;"Excelente";10465
2005;22169;"Regular";42002
2011;193389;"Bom";10909
2023;134503;"Excelente";36346
2023;95494;"Ruim";19924
2008;11307;"Regular";35973
2017;134650;"Ruim";12426
2012;55454;"Excelente";46161
2023;39716;"Excelente";52634
2018;104223;"Bom";26164
2024;92689;"Bom";22915
2011;35363;"Regular";30652
2012;117104;"Excelente";26485
2006;155637;"Bom";23109
2014;242475;"Regular";10000
2011;40106;"Excelente";61315
2007;40031;"Regular";35989
2012;118162;"Excelente";30944
2015;89364;"Regular";27029
2014;153734;"Regular";20021
2023;206283;"Regular";16689
2010;53876;"Excelente";35978
2021;23546;"Regular";40054
2008;55947;"Regular";31395
2023;245573;"Regular";16916
2019;211289;"Excelente";27777
2009;83311;"Bom";25020
2023;77808;"Regular";37952
2021;133714;"Excelente";42653
2020;214009;"Bom";20949
2008;147070;"Excelente";26683
2014;45052;"Excelente";47173
2024;226660;"Excelente";15948
2014;25187;"Ruim";30440
2008;77388;"Excelente";53391
2006;184286;"Regular";12484
2018;244694;"Regular";10000
2024;133106;"Excelente";44315
2023;8944;"Ruim";30570
2015;135352;"Excelente";37465
2014;232727;"Bom";10141
2016;28440;"Excelente";61367
2012;131860;"Bom";20246
2018;229860;"Excelente";25603
2013;204478;"Bom";21582
2016;129741;"Regular";25474
2005;137099;"Ruim";20124
2022;130856;"Regular";25931
2013;126006;"Bom";36051
2018;55535;"Regular";46932
2018;92209;"Excelente";48579
2007;6532;"Excelente";43620
2024;175305;"Regular";16748
2015;57930;"Bom";41447
2023;223225;"Regular";16941
2020;77891;"Bom";55231
2009;146758;"Bom";16926
2020;161015;"Regular";13314
2009;44415;"Regular";27449
2011;75883;"Bom";36443
2017;172085;"Bom";18731
2015;221318;"Regular";10000
2005;212152;"Regular";18848
2018;121034;"Excelente";52972
2019;227558;"Bom";17031
2007;165082;"Bom";17886
2018;169692;"Excelente";24891
2023;175649;"Excelente";31151
2023;75113;"Bom";35016
2019;153656;"Bom";27358
2019;181635;"Bom";15683
2012;149209;"Bom";27689
2007;95253;"Bom";30158
2019;214824;"Bom";11177
2013;111600;"Ruim";23799
2021;155985;"Bom";31131
2020;24865;"Bom";52313
2017;83114;"Excelente";32678
2005;15064;"Bom";33437
2012;247297;"Excelente";17255
2022;91615;"Bom";33407
2023;212861;"Bom";22092
2024;233588;"Regular";16808
2007;106482;"Excelente";45327
2012;135242;"Bom";33107
2019;167051;"Bom";28523
2022;68538;"Bom";33394
2017;224749;"Regular";10000
2018;229473;"Regular";10000
2021;102836;"Excelente";41925
2023;81104;"Bom";39988
2008;217736;"Bom";23467
2020;122919;"Excelente";37859
2016;192070;"Bom";24836
2008;78408;"Regular";18547
2010;59524;"Bom";34944
2008;122447;"Ruim";19067
2022;16196;"Excelente";48383
2012;53693;"Regular";26638
2009;215173;"Bom";20835
2013;173414;"Excelente";33937
2008;249198;"Ruim";16029
2007;204046;"Regular";19155
2023;233884;"Regular";11909
2007;188797;"Excelente";22099
2016;142420;"Bom";20878
2010;219888;"Bom";12153
2014;166340;"Bom";28667
2006;107005;"Excelente";30499
2012;249458;"Bom";16041
2010;187559;"Excelente";31082
2008;241600;"Bom";14694
2008;41069;"Ruim";25382
2019;171063;"Excelente";18215
2015;213942;"Ruim";10713
2015;145623;"Bom";25075
2005;215395;"Excelente";13940
2012;216552;"Regular";17088
2022;29444;"Ruim";32471
2017;225089;"Regular";16416
2023;131092;"Excelente";34329
2005;137241;"Regular";10000
2006;80821;"Bom";29727
2018;32249;"Regular";32771
2007;122480;"Ruim";15431
2011;101965;"Bom";34803
2020;36447;"Ruim";23746
2021;5380;"Regular";37139
2016;210597;"Excelente";22268
2009;85856;"Excelente";27525
2020;107455;"Bom";30334
2005;70783;"Regular";23241
2024;107782;"Excelente";62515
2006;129104;"Bom";29845
2013;15210;"Bom";45259
2019;11965;"Regular";51549
2006;187031;"Regular";18521
2013;16449;"Bom";46648
2013;57152;"Bom";39894
2009;207783;"Regular";14835
2024;106261;"Excelente";38272
2009;91325;"Bom";33354
2024;236500;"Excelente";19635
2007;181906;"Bom";17105
2011;29170;"Bom";40800
2005;199368;"Excelente";12475
2014;94157;"Ruim";17598
2020;243690;"Ruim";10000
2015;61225;"Excelente";53067
2007;70412;"Ruim";21366
2016;65723;"Regular";31032
2008;139688;"Ruim";13824
2020;99003;"Ruim";18822
2022;249570;"Bom";15036
2011;244761;"Bom";14259
2011;171256;"Bom";23286
2018;26820;"Bom";43147
2016;237074;"Bom";14654
2024;64117;"Bom";34728
2011;214344;"Bom";20049
2015;191439;"Bom";12822
2006;56722;"Bom";40366
2018;150204;"Bom";32752
2008;178512;"Excelente";18517
2016;157277;"Excelente";25419
2020;20553;"Excelente";53993
2016;46081;"Excelente";36068
2023;239566;"Ruim";12080
2006;158158;"Regular";10000
2016;150073;"Bom";39942
2013;138837;"Bom";30302
2010;70196;"Ruim";24302
2020;85165;"Excelente";48673
2005;84324;"Excelente";34566
2007;108853;"Bom";26547
2020;242373;"Ruim";10844
2017;15789;"Bom";36363
2019;158737;"Excelente";35475
2018;91668;"Excelente";35000
2024;246052;"Bom";15933
2011;244861;"Bom";13480
2017;58309;"Regular";33310
2022;74560;"Ruim";23014
2012;212318;"Regular";16953
2012;94872;"Regular";31364
2022;38990;"Ruim";29240
2008;224232;"Regular";17756
2021;99128;"Ruim";24179
2012;69445;"Excelente";41740
2015;228763;"Bom";19281
2012;155759;"Regular";24175
2021;189496;"Bom";17246
2008;22579;"Bom";50047
2005;166310;"Bom";23223
2012;164233;"Bom";23600
2018;230545;"Ruim";10000
2024;75066;"Bom";36155
2006;238642;"Regular";11874
2013;69495;"Excelente";40324
2017;158921;"Bom";14726
2013;184619;"Bom";11923
2006;135802;"Regular";23487
2014;7959;"Regular";26313
2017;103232;"Excelente";36532
2024;200995;"Excelente";32731
2023;137130;"Bom";27015
2006;130545;"Excelente";20262
2009;91483;"Bom";27848
2023;16498;"Excelente";63306
2023;24947;"Excelente";79539
2016;5952;"Regular";40540
2019;95064;"Regular";31530
2011;96284;"Bom";26634
2012;65737;"Excelente";56106
2017;94171;"Excelente";56373
2007;123186;"Bom";20394
2011;167634;"Bom";19797
2016;65062;"Bom";31488
2012;101201;"Excelente";32812
2021;42599;"Bom";41499
2012;190173;"Bom";13391
2010;88036;"Bom";31016
2015;53146;"Bom";52084
2023;164612;"Excelente";28490
2017;164843;"Bom";26378
2007;88388;"Regular";34665
2022;201704;"Bom";26421
2020;23912;"Bom";35906
2006;32979;"Ruim";31634
2014;193815;"Bom";17771
2005;138542;"Regular";15823
2020;45400;"Regular";39788
2021;118235;"Excelente";31729
2022;7813;"Bom";52540
2009;87352;"Ruim";16952
2014;114709;"Bom";40542
2018;69015;"Regular";36172
2022;104412;"Excelente";41255
2009;193958;"Bom";14979
2022;126812;"Bom";38222
2012;156713;"Ruim";10000
2024;5232;"Excelente";72714
2022;179363;"Ruim";14558
2024;57879;"Bom";33172
2009;204689;"Bom";15600
2009;5600;"Bom";41033
2010;115213;"Bom";28625
2021;46558;"Bom";45318
2014;234589;"Regular";14589
2017;172238;"Bom";24852
2006;219695;"Bom";10824
2015;220168;"Excelente";16585
2005;109706;"Excelente";28728
2023;152416;"Regular";23256
2007;17013;"Regular";34876
2015;56846;"Excelente";61172
2006;141172;"Excelente";25640
2017;160887;"Bom";29694
2020;45749;"Excelente";59032
2018;146433;"Regular";27093
2009;53903;"Regular";29650
